Date,PetrolPrice,Price Date,Sl no.,District Name_x,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,District Name_y
01-01-2018,69.38,01-01-2018,35074,Banaskanth,Deesa,Wheat,Other,FAQ,1650,1700,1675,30,18,0,10.8,7,94,5:31 PM,6:10 AM,7:21 AM,6:05 PM,5,23,23,23,13,0,32,0,1012,30,10,109,9,Ahmedabad
02-01-2018,69.38,02-01-2018,44979,Panchmahals,Derol(Adadara),Wheat,Lokwan,FAQ,1690,1710,1700,29,17,0,10.9,6,100,6:34 PM,7:16 AM,7:21 AM,6:06 PM,3,22,22,22,22,0,28,0,1013,29,10,59,14,Ahmedabad
03-01-2018,69.38,03-01-2018,4069,Amreli,Amreli,Wheat,Rajasthan Tukdi,FAQ,1565,1905,1800,30,16,0,10.9,6,92,7:41 PM,8:17 AM,7:21 AM,6:07 PM,2,22,22,22,21,0,27,0,1013,30,10,95,12,Ahmedabad
04-01-2018,69.38,04-01-2018,60910,Panchmahals,Gogamba,Wheat,Other,FAQ,1550,1600,1570,31,18,0,10.9,7,85,8:46 PM,9:14 AM,7:22 AM,6:07 PM,2,23,23,23,13,0,25,0,1014,31,10,193,9,Ahmedabad
05-01-2018,69.38,05-01-2018,24595,Surendranagar,Chotila,Wheat,Hybrid,FAQ,1400,2000,1700,30,18,0,10.9,7,78,9:49 PM,10:05 AM,7:22 AM,6:08 PM,4,23,23,23,11,0,30,0,1013,30,10,186,8,Ahmedabad
06-01-2018,69.38,06-01-2018,28357,Dahod,Dahod,Wheat,Lokwan,FAQ,1825,1900,1850,29,19,0,10.9,7,72,10:49 PM,10:50 AM,7:22 AM,6:09 PM,6,23,23,23,10,0,35,0,1013,29,10,186,8,Ahmedabad
07-01-2018,69.38,07-01-2018,60311,Panchmahals,Godhra(Timbaroad),Wheat,MP Lokwan,FAQ,1770,1785,1775,29,17,0,10.9,6,65,11:46 PM,11:33 AM,7:22 AM,6:09 PM,3,22,22,22,14,0,30,0,1015,29,10,107,10,Ahmedabad
08-01-2018,69.38,08-01-2018,28257,Dahod,Dahod,Wheat,Lokwan,FAQ,2100,2200,2150,28,16,0,10.9,6,58,No moonrise,12:12 PM,7:22 AM,6:10 PM,4,21,21,22,18,2,32,0,1015,28,10,57,12,Ahmedabad
09-01-2018,69.38,09-01-2018,61226,Panchmahals,Gogamba(Similiya),Wheat,147 Average,FAQ,1830,1860,1860,30,17,0,10.9,7,51,12:40 AM,12:50 PM,7:23 AM,6:11 PM,5,23,23,23,24,4,31,0,1016,30,10,76,14,Ahmedabad
10-01-2018,69.38,10-01-2018,62433,Rajkot,Gondal,Wheat,Lokwan,FAQ,1935,2270,1960,30,18,0,10.9,7,45,1:33 AM,1:27 PM,7:23 AM,6:11 PM,4,23,23,23,23,3,29,0,1017,30,10,73,14,Ahmedabad
11-01-2018,69.38,11-01-2018,44755,Panchmahals,Derol(Adadara),Wheat,Lokwan,FAQ,1640,1660,1650,30,19,0,10.9,7,38,2:25 AM,2:05 PM,7:23 AM,6:12 PM,5,23,23,24,20,6,30,0,1016,30,10,58,12,Ahmedabad
12-01-2018,69.38,12-01-2018,43730,Panchmahals,Derol,Wheat,Other,FAQ,1640,1660,1650,30,20,0,10.9,7,31,3:16 AM,2:45 PM,7:23 AM,6:13 PM,4,24,24,25,17,18,26,0,1015,30,10,55,10,Ahmedabad
13-01-2018,69.38,13-01-2018,12204,Mehsana,Becharaji,Wheat,Other,FAQ,1650,1705,1677,27,23,0,10.9,7,24,4:07 AM,3:27 PM,7:23 AM,6:14 PM,4,24,24,25,20,30,25,0,1014,27,10,70,11,Ahmedabad
14-01-2018,69.38,14-01-2018,,,,,,,,,,33,22,0,10.9,7,18,4:58 AM,4:10 PM,7:23 AM,6:14 PM,9,27,27,27,16,14,35,0,1014,33,10,123,9,Ahmedabad
15-01-2018,69.38,15-01-2018,18094,Sabarkantha,Bhiloda,Wheat,Other,FAQ,1700,1800,1750,34,22,0,10.9,7,11,5:48 AM,4:57 PM,7:23 AM,6:15 PM,10,27,27,27,16,5,35,0,1015,34,10,160,10,Ahmedabad
16-01-2018,69.38,16-01-2018,62777,Rajkot,Gondal,Wheat,Lokwan,FAQ,1730,1860,1810,33,21,0,10.9,7,4,6:36 AM,5:46 PM,7:23 AM,6:16 PM,8,26,26,26,11,5,33,0,1013,33,10,135,7,Ahmedabad
17-01-2018,69.38,17-01-2018,46073,Panchmahals,Derol(Vejalpur),Wheat,Lokwan,FAQ,1670,1690,1680,31,22,0,10.9,7,3,7:22 AM,6:35 PM,7:23 AM,6:16 PM,11,26,26,25,12,7,41,0,1013,31,10,253,8,Ahmedabad
18-01-2018,69.38,18-01-2018,28571,Dahod,Dahod,Wheat,147 Average,FAQ,1775,1825,1800,32,20,0,10.9,7,10,8:06 AM,7:27 PM,7:23 AM,6:17 PM,6,25,25,25,13,1,30,0,1014,32,10,173,9,Ahmedabad
19-01-2018,69.38,19-01-2018,18090,Sabarkantha,Bhiloda,Wheat,Other,FAQ,1700,1800,1750,32,21,0,11,7,16,8:48 AM,8:18 PM,7:23 AM,6:18 PM,4,26,26,26,9,0,26,0,1015,32,10,179,6,Ahmedabad
20-01-2018,69.38,20-01-2018,43889,Panchmahals,Derol,Wheat,Other,FAQ,1685,1710,1695,33,19,0,11,7,23,9:28 AM,9:11 PM,7:23 AM,6:19 PM,4,24,24,25,12,0,27,0,1014,33,10,185,8,Ahmedabad
21-01-2018,69.38,21-01-2018,59342,Panchmahals,Godhra,Wheat,Medium,FAQ,1635,1695,1655,34,20,0,11,7,30,10:06 AM,10:03 PM,7:23 AM,6:19 PM,6,26,26,25,13,1,30,0,1012,34,10,146,8,Ahmedabad
22-01-2018,69.38,22-01-2018,62767,Rajkot,Gondal,Wheat,Sechor No. 1,FAQ,1600,1860,1710,32,20,0,11,7,37,10:44 AM,10:56 PM,7:22 AM,6:20 PM,8,24,24,24,14,5,36,0,1011,32,10,198,9,Ahmedabad
23-01-2018,69.38,23-01-2018,28562,Dahod,Dahod,Wheat,Lokwan,FAQ,1745,1785,1760,28,19,0,11,6,43,11:22 AM,11:51 PM,7:22 AM,6:21 PM,8,23,23,23,15,2,41,0,1011,28,10,299,11,Ahmedabad
24-01-2018,69.38,24-01-2018,28560,Dahod,Dahod,Wheat,147 Average,FAQ,1745,1785,1775,31,18,0,11,7,50,12:00 PM,No moonset,7:22 AM,6:21 PM,1,23,23,23,12,0,26,0,1013,31,10,76,8,Ahmedabad
25-01-2018,69.38,25-01-2018,28559,Dahod,Dahod,Wheat,147 Average,FAQ,1735,1775,1750,31,17,0,11,7,57,12:42 PM,12:46 AM,7:22 AM,6:22 PM,-2,22,22,23,11,0,20,0,1013,31,10,139,8,Ahmedabad
26-01-2018,69.38,26-01-2018,24669,Surendranagar,Chotila,Wheat,Local,FAQ,1500,2000,1850,32,17,0,11,7,64,1:27 PM,1:45 AM,7:22 AM,6:23 PM,-3,23,23,23,12,0,18,0,1013,32,10,90,8,Ahmedabad
27-01-2018,69.38,27-01-2018,60344,Panchmahals,Godhra(Timbaroad),Wheat,Deshi,FAQ,1605,1635,1610,33,18,0,11,7,71,2:16 PM,2:46 AM,7:21 AM,6:23 PM,1,24,24,24,11,0,22,0,1013,33,10,115,7,Ahmedabad
28-01-2018,69.38,28-01-2018,,,,,,,,,,33,19,0,11,7,77,3:11 PM,3:49 AM,7:21 AM,6:24 PM,1,24,24,25,9,0,21,0,1013,33,10,137,6,Ahmedabad
29-01-2018,69.38,29-01-2018,18084,Sabarkantha,Bhiloda,Wheat,Other,FAQ,1600,1725,1663,34,20,0,11,7,84,4:11 PM,4:53 AM,7:21 AM,6:25 PM,2,25,25,26,8,0,21,0,1015,34,10,135,6,Ahmedabad
30-01-2018,69.38,30-01-2018,43884,Panchmahals,Derol,Wheat,Other,FAQ,1680,1700,1690,36,20,0,11.1,7,91,5:16 PM,5:56 AM,7:20 AM,6:25 PM,4,26,26,27,11,0,23,0,1016,36,10,125,8,Ahmedabad
31-01-2018,69.38,31-01-2018,28551,Dahod,Dahod,Wheat,147 Average,FAQ,1725,1780,1750,37,21,0,11.1,8,98,6:22 PM,6:55 AM,7:20 AM,6:26 PM,5,28,28,29,9,0,22,0,1015,37,10,110,6,Ahmedabad
01-02-2018,72.65,01-02-2018,20725,Anand,Borsad,Wheat,Other,FAQ,1450,1500,1500,37,24,0,11.1,8,96,7:27 PM,7:50 AM,7:20 AM,6:27 PM,5,28,28,29,8,0,23,0,1015,37,10,176,6,Ahmedabad
02-02-2018,72.65,02-02-2018,43881,Panchmahals,Derol,Wheat,Other,FAQ,1680,1700,1690,33,22,0,11.1,7,89,8:30 PM,8:39 AM,7:19 AM,6:27 PM,8,26,26,27,14,0,30,0,1013,33,10,323,10,Ahmedabad
03-02-2018,72.65,03-02-2018,,,,,,,,,,34,22,0,11.1,7,82,9:31 PM,9:24 AM,7:19 AM,6:28 PM,6,27,27,27,10,0,27,0,1013,34,10,132,7,Ahmedabad
04-02-2018,72.65,04-02-2018,4020,Amreli,Amreli,Wheat,Lokwan,FAQ,1515,1885,1735,36,20,0,11.1,7,75,10:28 PM,10:06 AM,7:18 AM,6:29 PM,4,26,26,27,15,1,24,0,1013,36,10,111,9,Ahmedabad
05-02-2018,72.65,05-02-2018,3964,Amreli,Amreli,Wheat,Rajasthan Tukdi,FAQ,1565,1800,1780,33,21,0,8.6,6,69,11:24 PM,10:46 AM,7:18 AM,6:29 PM,5,26,26,27,14,37,26,0,1014,33,10,87,8,Ahmedabad
06-02-2018,72.65,06-02-2018,12121,Mehsana,Becharaji,Wheat,Other,FAQ,1550,1735,1642,29,23,0,8.6,6,62,No moonrise,11:25 AM,7:17 AM,6:30 PM,7,26,26,26,16,50,30,0,1015,29,10,159,10,Ahmedabad
07-02-2018,72.65,07-02-2018,22505,Botad,Botad,Wheat,Other,FAQ,1650,1900,1775,33,23,0,11.1,7,55,12:17 AM,12:03 PM,7:17 AM,6:31 PM,6,26,26,27,12,24,28,0,1014,33,10,172,8,Ahmedabad
08-02-2018,72.65,08-02-2018,3812,Amreli,Amreli,Wheat,Lokwan,FAQ,1760,2130,2040,32,21,0,11.2,7,48,1:10 AM,12:43 PM,7:16 AM,6:31 PM,1,25,25,25,15,4,21,0,1012,32,10,291,10,Ahmedabad
09-02-2018,72.65,09-02-2018,60291,Panchmahals,Godhra(Timbaroad),Wheat,Medium,FAQ,1900,1950,1925,34,21,0,11.2,7,41,2:02 AM,1:24 PM,7:16 AM,6:32 PM,-2,25,25,26,8,1,16,0,1013,34,10,231,6,Ahmedabad
10-02-2018,72.65,10-02-2018,60788,Panchmahals,Gogamba,Wheat,Other,FAQ,1900,1920,1910,32,20,0,11.2,7,35,2:52 AM,2:07 PM,7:15 AM,6:32 PM,-1,24,24,25,11,4,19,0,1013,32,10,145,7,Ahmedabad
11-02-2018,72.65,11-02-2018,42493,Gandhinagar,Dehgam(Rekhiyal),Wheat,Other,FAQ,1875,2025,1950,30,20,0,11.2,7,28,3:43 AM,2:53 PM,7:15 AM,6:33 PM,11,24,24,24,10,6,45,0,1013,30,10,212,7,Ahmedabad
12-02-2018,72.65,12-02-2018,44721,Panchmahals,Derol(Adadara),Wheat,Other,FAQ,1650,1670,1660,30,20,0,11.2,7,21,4:31 AM,3:41 PM,7:14 AM,6:34 PM,7,24,24,24,9,4,36,0,1016,30,10,309,6,Ahmedabad
13-02-2018,72.65,13-02-2018,28529,Dahod,Dahod,Wheat,Lokwan,FAQ,1750,1800,1775,31,18,0,11.2,7,14,5:19 AM,4:30 PM,7:13 AM,6:34 PM,3,24,24,25,18,2,25,0,1019,31,10,44,12,Ahmedabad
14-02-2018,72.65,14-02-2018,62734,Rajkot,Gondal,Wheat,Lokwan,FAQ,1430,2040,1810,32,20,0,11.2,7,8,6:03 AM,5:22 PM,7:13 AM,6:35 PM,4,24,24,25,24,8,28,0,1020,32,10,60,16,Ahmedabad
15-02-2018,72.65,15-02-2018,54156,Rajkot,Dhoraji,Wheat,Lokwan,FAQ,1480,1680,1645,33,19,0,11.2,7,1,6:46 AM,6:13 PM,7:12 AM,6:35 PM,3,25,25,26,17,3,25,0,1019,33,10,64,11,Ahmedabad
16-02-2018,72.65,16-02-2018,514,Banaskanth,Amirgadh,Wheat,Other,FAQ,1585,1750,1665,36,22,0,11.3,8,6,7:27 AM,7:06 PM,7:11 AM,6:36 PM,4,27,27,28,12,0,23,0,1017,36,10,163,8,Ahmedabad
17-02-2018,72.65,17-02-2018,28520,Dahod,Dahod,Wheat,147 Average,FAQ,1875,1985,1925,35,23,0,11.3,8,13,8:06 AM,7:59 PM,7:11 AM,6:37 PM,3,27,27,28,12,0,21,0,1014,35,10,217,9,Ahmedabad
18-02-2018,72.65,18-02-2018,,,,,,,,,,36,24,0,11.3,8,20,8:44 AM,8:52 PM,7:10 AM,6:37 PM,5,28,28,30,8,0,22,0,1012,36,10,160,6,Ahmedabad
19-02-2018,72.65,19-02-2018,62728,Rajkot,Gondal,Wheat,Sechor No. 1,FAQ,1560,2200,1850,38,25,0,11.3,8,26,9:23 AM,9:47 PM,7:09 AM,6:38 PM,7,29,29,31,7,3,23,0,1012,38,10,149,5,Ahmedabad
20-02-2018,72.65,20-02-2018,28516,Dahod,Dahod,Wheat,147 Average,FAQ,1850,1925,1900,39,25,0,11.3,8,33,10:01 AM,10:42 PM,7:09 AM,6:38 PM,5,29,29,31,12,3,21,0,1012,39,10,149,7,Ahmedabad
21-02-2018,72.65,21-02-2018,28515,Dahod,Dahod,Wheat,147 Average,FAQ,1875,2030,1950,37,25,0,11.3,8,40,10:41 AM,11:39 PM,7:08 AM,6:39 PM,5,29,29,30,11,1,22,0,1011,37,10,161,8,Ahmedabad
22-02-2018,72.65,22-02-2018,10869,Sabarkantha,Bayad(Sadamba),Wheat,Other,FAQ,1575,1700,1625,37,25,0,11.3,8,47,11:24 AM,No moonset,7:07 AM,6:39 PM,6,29,29,30,14,2,23,0,1010,37,10,247,9,Ahmedabad
23-02-2018,72.65,23-02-2018,39399,Gandhinagar,Dehgam,Wheat,Other,FAQ,1770,1825,1797,36,25,0,11.3,8,53,12:10 PM,12:37 AM,7:06 AM,6:40 PM,8,29,29,30,12,4,26,0,1010,36,10,264,8,Ahmedabad
24-02-2018,72.65,24-02-2018,4078,Amreli,Amreli,Wheat,Lokwan,FAQ,1555,1850,1800,36,25,0,11.3,8,60,1:02 PM,1:38 AM,7:06 AM,6:40 PM,8,29,29,30,11,1,27,0,1013,36,10,316,8,Ahmedabad
25-02-2018,72.65,25-02-2018,60339,Panchmahals,Godhra(Timbaroad),Wheat,Deshi,FAQ,1650,1680,1655,40,23,0,11.4,8,67,1:58 PM,2:39 AM,7:05 AM,6:41 PM,8,30,30,30,14,6,27,0,1014,40,10,101,9,Ahmedabad
26-02-2018,72.65,26-02-2018,50148,Sabarkantha,Dhansura,Wheat,Milbar,FAQ,1500,1750,1555,38,26,0,11.4,8,74,2:58 PM,3:41 AM,7:04 AM,6:41 PM,5,29,29,31,17,17,21,0,1013,38,10,160,11,Ahmedabad
27-02-2018,72.65,27-02-2018,18061,Sabarkantha,Bhiloda,Wheat,Other,FAQ,1650,2090,1870,39,24,0,11.4,8,80,4:01 PM,4:39 AM,7:03 AM,6:42 PM,4,30,30,31,15,23,19,0,1012,39,10,154,9,Ahmedabad
28-02-2018,72.65,28-02-2018,28503,Dahod,Dahod,Wheat,147 Average,FAQ,1830,1930,1900,38,27,0,11.4,8,87,5:06 PM,5:35 AM,7:02 AM,6:42 PM,5,30,30,31,13,13,19,0,1011,38,10,140,8,Ahmedabad
01-03-2018,71.18,01-03-2018,14796,Bhavnagar,Bhavnagar,Wheat,Local,FAQ,1735,1735,1735,38,27,0,11.4,8,94,6:09 PM,6:25 AM,7:01 AM,6:43 PM,4,30,30,32,15,5,18,0,1011,38,10,169,9,Ahmedabad
02-03-2018,71.18,02-03-2018,39414,Gandhinagar,Dehgam,Wheat,Other,FAQ,1640,1700,1670,38,27,0,11.4,8,100,7:11 PM,7:13 AM,7:01 AM,6:43 PM,4,30,30,31,15,2,18,0,1011,38,10,245,10,Ahmedabad
03-03-2018,71.18,03-03-2018,50145,Sabarkantha,Dhansura,Wheat,Milbar,FAQ,1500,1750,1550,36,27,0,11.4,8,92,8:11 PM,7:57 AM,7:00 AM,6:43 PM,3,29,29,31,18,1,18,0,1010,36,10,318,13,Ahmedabad
04-03-2018,71.18,04-03-2018,54124,Rajkot,Dhoraji,Wheat,Lokwan,FAQ,1350,1595,1550,35,24,0,11.6,8,86,9:09 PM,8:38 AM,6:59 AM,6:44 PM,7,28,28,29,16,6,26,0,1010,35,10,272,11,Ahmedabad
05-03-2018,71.18,05-03-2018,62633,Rajkot,Gondal,Wheat,Lokwan,FAQ,1550,1940,1650,37,25,0,11.6,8,79,10:04 PM,9:18 AM,6:58 AM,6:44 PM,7,29,29,30,13,1,25,0,1011,37,10,285,9,Ahmedabad
06-03-2018,71.18,06-03-2018,60869,Panchmahals,Gogamba,Wheat,Other,FAQ,1610,1660,1640,41,25,0,11.6,8,72,10:59 PM,9:58 AM,6:57 AM,6:45 PM,3,30,30,31,15,1,18,0,1012,41,10,58,10,Ahmedabad
07-03-2018,71.18,07-03-2018,3853,Amreli,Amreli,Wheat,Rajasthan Tukdi,FAQ,1725,1975,1900,38,25,0,11.6,8,65,11:52 PM,10:37 AM,6:56 AM,6:45 PM,2,29,29,31,21,6,16,0,1010,38,10,73,13,Ahmedabad
08-03-2018,71.18,08-03-2018,3810,Amreli,Amreli,Wheat,Rajasthan Tukdi,FAQ,1900,2180,2090,38,26,0,11.6,8,59,No moonrise,11:19 AM,6:55 AM,6:46 PM,5,30,30,32,17,2,20,0,1010,38,10,148,12,Ahmedabad
09-03-2018,71.18,09-03-2018,60289,Panchmahals,Godhra(Timbaroad),Wheat,Medium,FAQ,1950,1960,1955,38,26,0,11.6,8,52,12:44 AM,12:02 PM,6:54 AM,6:46 PM,7,31,31,32,11,0,22,0,1012,38,10,213,9,Ahmedabad
10-03-2018,71.18,10-03-2018,22437,Botad,Botad,Wheat,Other,FAQ,1880,2305,2095,38,26,0,11.6,8,45,1:36 AM,12:47 PM,6:53 AM,6:47 PM,5,30,30,31,13,0,20,0,1012,38,10,264,9,Ahmedabad
11-03-2018,71.18,11-03-2018,44751,Panchmahals,Derol(Adadara),Wheat,Lokwan,FAQ,1640,1670,1655,37,26,0,11.6,8,38,2:25 AM,1:34 PM,6:52 AM,6:47 PM,6,29,29,31,17,0,23,0,1012,37,10,321,12,Ahmedabad
12-03-2018,71.18,12-03-2018,382,Banaskanth,Amirgadh,Wheat,Other,FAQ,2040,2040,2040,39,25,0,11.6,8,31,3:13 AM,2:23 PM,6:51 AM,6:47 PM,2,30,30,32,10,0,16,0,1012,39,10,304,8,Ahmedabad
13-03-2018,71.18,13-03-2018,24633,Surendranagar,Chotila,Wheat,Hybrid,FAQ,1400,2000,1700,37,26,0,11.6,8,25,3:59 AM,3:14 PM,6:51 AM,6:48 PM,4,30,30,31,15,0,21,0,1011,37,10,292,11,Ahmedabad
14-03-2018,71.18,14-03-2018,39384,Gandhinagar,Dehgam,Wheat,Other,FAQ,1650,1885,1767,35,24,0,11.6,8,18,4:42 AM,4:05 PM,6:50 AM,6:48 PM,6,28,28,30,20,3,24,0,1011,35,10,285,14,Ahmedabad
15-03-2018,71.18,15-03-2018,50135,Sabarkantha,Dhansura,Wheat,Milbar,FAQ,1575,1800,1630,36,25,0,11.6,8,11,5:24 AM,4:58 PM,6:49 AM,6:49 PM,9,29,29,30,16,0,32,0,1010,36,10,293,12,Ahmedabad
16-03-2018,71.18,16-03-2018,42675,Gandhinagar,Dehgam(Rekhiyal),Wheat,Other,FAQ,1650,1825,1737,37,25,0,11.6,8,4,6:04 AM,5:51 PM,6:48 AM,6:49 PM,7,30,30,31,15,1,25,0,1010,37,10,296,11,Ahmedabad
17-03-2018,71.18,17-03-2018,39381,Gandhinagar,Dehgam,Wheat,Other,FAQ,1615,1805,1710,41,25,0,11.6,9,2,6:43 AM,6:45 PM,6:47 AM,6:49 PM,4,32,32,33,9,2,19,0,1010,41,10,217,6,Ahmedabad
18-03-2018,71.18,18-03-2018,,,,,,,,,,38,26,0,11.6,8,9,7:21 AM,7:40 PM,6:46 AM,6:50 PM,5,30,30,32,16,6,20,0,1010,38,10,270,11,Ahmedabad
19-03-2018,71.18,19-03-2018,42673,Gandhinagar,Dehgam(Rekhiyal),Wheat,Other,FAQ,1600,1800,1700,35,26,0,11.6,7,16,8:00 AM,8:36 PM,6:45 AM,6:50 PM,8,29,29,30,20,19,27,0.4,1012,35,10,288,13,Ahmedabad
20-03-2018,71.18,20-03-2018,54130,Rajkot,Dhoraji,Wheat,Lokwan,FAQ,1505,1695,1645,36,25,0,11.6,8,23,8:40 AM,9:34 PM,6:44 AM,6:50 PM,6,29,29,30,21,2,23,0,1012,36,10,324,15,Ahmedabad
21-03-2018,71.18,21-03-2018,4029,Amreli,Amreli,Wheat,Rajasthan Tukdi,FAQ,1500,2675,2250,35,25,0,11.6,8,29,9:23 AM,10:32 PM,6:43 AM,6:51 PM,8,28,28,30,19,0,27,0,1011,35,10,291,15,Ahmedabad
22-03-2018,71.18,22-03-2018,24625,Surendranagar,Chotila,Wheat,Hybrid,FAQ,1400,1950,1650,36,25,0,11.6,8,36,10:08 AM,11:33 PM,6:42 AM,6:51 PM,7,29,29,30,17,0,27,0,1010,36,10,304,12,Ahmedabad
23-03-2018,71.18,23-03-2018,28467,Dahod,Dahod,Wheat,147 Average,FAQ,1725,1950,1900,38,26,0,11.6,8,43,10:58 AM,No moonset,6:41 AM,6:52 PM,5,30,30,32,11,1,19,0,1011,38,10,178,8,Ahmedabad
24-03-2018,71.18,24-03-2018,14753,Bhavnagar,Bhavnagar,Wheat,Local,FAQ,1770,2100,1935,39,26,0,11.6,9,50,11:52 AM,12:33 AM,6:40 AM,6:52 PM,2,31,31,32,16,4,15,0,1013,39,10,129,11,Ahmedabad
25-03-2018,71.18,25-03-2018,,,,,,,,,,41,27,0,11.6,9,57,12:49 PM,1:34 AM,6:39 AM,6:52 PM,0,32,32,34,17,11,12,0,1014,41,10,156,11,Ahmedabad
26-03-2018,71.18,26-03-2018,50126,Sabarkantha,Dhansura,Wheat,Milbar,FAQ,1500,1735,1735,41,28,0,8.8,8,63,1:50 PM,2:31 AM,6:38 AM,6:53 PM,-3,32,32,34,19,31,10,0,1013,41,10,142,11,Ahmedabad
27-03-2018,71.18,27-03-2018,18041,Sabarkantha,Bhiloda,Wheat,Other,FAQ,1735,2080,1908,41,28,0,8.8,8,70,2:52 PM,3:27 AM,6:37 AM,6:53 PM,-2,32,32,34,14,34,10,0,1010,41,10,263,9,Ahmedabad
28-03-2018,71.18,28-03-2018,60913,Panchmahals,Gogamba,Wheat,Other,FAQ,1500,1600,1550,42,27,0,11.6,9,77,3:54 PM,4:17 AM,6:36 AM,6:53 PM,3,33,33,34,14,9,16,0,1009,42,10,280,9,Ahmedabad
29-03-2018,71.18,29-03-2018,24620,Surendranagar,Chotila,Wheat,Hybrid,FAQ,1300,1800,1600,41,26,0,11.6,9,84,4:55 PM,5:05 AM,6:35 AM,6:54 PM,5,35,35,36,14,6,17,0,1009,41,10,283,9,Ahmedabad
30-03-2018,71.18,30-03-2018,50122,Sabarkantha,Dhansura,Wheat,Milbar,FAQ,1575,1735,1625,41,27,0,11.6,9,90,5:55 PM,5:49 AM,6:34 AM,6:54 PM,5,35,35,36,15,0,17,0,1008,41,10,275,11,Ahmedabad
31-03-2018,71.18,31-03-2018,60911,Panchmahals,Gogamba,Wheat,Other,FAQ,1550,1580,1570,41,26,0,11.6,9,97,6:53 PM,6:30 AM,6:33 AM,6:55 PM,7,35,35,35,14,0,20,0,1007,41,10,266,11,Ahmedabad
01-04-2018,73,01-04-2018,24686,Surendranagar,Chotila,Wheat,Other,FAQ,1450,1900,1750,39,28,0,11.6,9,96,7:50 PM,7:11 AM,6:32 AM,6:55 PM,5,34,34,35,15,0,19,0,1008,39,10,283,11,Ahmedabad
02-04-2018,73,02-04-2018,,,,,,,,,,41,27,0,11.6,9,89,8:46 PM,7:51 AM,6:31 AM,6:55 PM,4,33,33,34,16,10,16,0,1008,41,10,295,10,Ahmedabad
03-04-2018,73,03-04-2018,,,,,,,,,,41,28,0,11.6,9,82,9:41 PM,8:30 AM,6:30 AM,6:56 PM,6,34,34,35,18,2,18,0,1008,41,10,301,12,Ahmedabad
04-04-2018,73,04-04-2018,14748,Bhavnagar,Bhavnagar,Wheat,Local,FAQ,1850,2325,2085,41,28,0,11.6,9,76,10:34 PM,9:12 AM,6:29 AM,6:56 PM,8,34,34,35,18,4,21,0,1007,41,10,300,13,Ahmedabad
05-04-2018,73,05-04-2018,47534,Banaskanth,Dhanera,Wheat,Other,FAQ,1490,1765,1627,40,27,0,11.6,9,69,11:27 PM,9:55 AM,6:28 AM,6:56 PM,8,32,32,33,18,16,23,0,1006,40,10,286,12,Ahmedabad
06-04-2018,73,06-04-2018,39319,Gandhinagar,Dehgam,Wheat,Other,FAQ,1675,1735,1705,40,26,0,11.6,9,62,No moonrise,10:39 AM,6:27 AM,6:57 PM,11,33,33,34,17,4,28,0,1007,40,10,279,13,Ahmedabad
07-04-2018,73,07-04-2018,39293,Gandhinagar,Dehgam,Wheat,Other,FAQ,1745,1755,1750,40,27,0,11.6,9,55,12:17 AM,11:26 AM,6:26 AM,6:57 PM,10,35,35,36,13,1,24,0,1008,40,10,269,10,Ahmedabad
08-04-2018,73,08-04-2018,62501,Rajkot,Gondal,Wheat,Lokwan,FAQ,1900,2300,2100,40,27,0,11.6,9,49,1:06 AM,12:14 PM,6:25 AM,6:58 PM,13,36,36,35,14,1,28,0,1008,40,10,227,10,Ahmedabad
09-04-2018,73,09-04-2018,45918,Panchmahals,Derol(Vejalpur),Wheat,Other,FAQ,1630,1670,1655,41,27,0,11.6,9,42,1:53 AM,1:05 PM,6:25 AM,6:58 PM,11,35,35,35,16,1,27,0,1009,41,10,195,12,Ahmedabad
10-04-2018,73,10-04-2018,56795,Jamnagar,Dhrol,Wheat,Other,FAQ,1785,2015,1900,41,28,0,11.6,9,35,2:37 AM,1:56 PM,6:24 AM,6:58 PM,13,36,36,36,15,2,27,0,1008,41,10,201,10,Ahmedabad
11-04-2018,73,11-04-2018,60773,Panchmahals,Gogamba,Wheat,Other,FAQ,1900,1960,1940,41,30,0,11.6,9,28,3:19 AM,2:47 PM,6:23 AM,6:59 PM,15,35,35,34,18,5,34,0,1007,41,10,228,14,Ahmedabad
12-04-2018,73,12-04-2018,52802,Ahmedabad,Dholka(Koth),Wheat,Other,FAQ,1700,2000,1800,40,30,0,11.6,9,22,3:59 AM,3:41 PM,6:22 AM,6:59 PM,13,35,35,35,14,6,30,0,1007,40,10,260,11,Ahmedabad
13-04-2018,73,13-04-2018,24609,Surendranagar,Chotila,Wheat,Hybrid,FAQ,1400,2000,1700,42,30,0,11.6,9,15,4:38 AM,4:34 PM,6:21 AM,6:59 PM,13,36,36,36,11,6,28,0,1007,42,10,242,8,Ahmedabad
14-04-2018,73,14-04-2018,60900,Panchmahals,Gogamba,Wheat,Other,FAQ,1550,1650,1600,42,30,0,11.6,9,8,5:17 AM,5:29 PM,6:20 AM,7:00 PM,11,36,36,36,13,4,24,0,1007,42,10,276,10,Ahmedabad
